ID,Text,Priority,OwnerDoc,API,Data,Security,Test,Roadmap,Status
MEDIA-F-005,Applicare watermark solo a derivative.,Must,06_Admin/04_Media_Library.md,media,media + object storage,Quarantine + rights,TEST-MEDIA-F-005,E-0011,Specified
MEDIA-F-006,Impedire cancellazione di asset in uso senza sostituzione.,Must,06_Admin/04_Media_Library.md,media,media + object storage,Quarantine + rights,TEST-MEDIA-F-006,E-0011,Specified
AI-F-001,"Ogni assistente usa identità, capability e resource scope espliciti.",Must,07_AI/01_AI_Overview.md,ai-gateway,ai + audit,AI Security,TEST-AI-F-001,E-0012,Specified
AI-F-002,"Prompt, modello, fonti, tool, costi e outcome sono versionati/registrati.",Must,07_AI/01_AI_Overview.md,ai-gateway,ai + audit,AI Security,TEST-AI-F-002,E-0012,Specified
AI-F-003,Output strutturati vengono validati prima di side effect.,Must,07_AI/01_AI_Overview.md,ai-gateway,ai + audit,AI Security,TEST-AI-F-003,E-0012,Specified
AI-F-004,Tool results e retrieval sono dati non fidati rispetto alle policy.,Must,07_AI/01_AI_Overview.md,ai-gateway,ai + audit,AI Security,TEST-AI-F-004,E-0012,Specified
AI-F-005,Human review è applicata per classe di rischio.,Must,07_AI/01_AI_Overview.md,ai-gateway,ai + audit,AI Security,TEST-AI-F-005,E-0012,Specified
AI-F-006,Ogni capability ha eval offline/online e fallback manuale.,Must,07_AI/01_AI_Overview.md,ai-gateway,ai + audit,AI Security,TEST-AI-F-006,E-0012,Specified
AI-F-007,Provider critici sono isolati dietro adapter.,Should,07_AI/01_AI_Overview.md,ai-gateway,ai + audit,AI Security,TEST-AI-F-007,E-0012,Specified
AI-F-008,"Dati e memoria rispettano purpose, retention e isolamento.",Must,07_AI/01_AI_Overview.md,ai-gateway,ai + audit,AI Security,TEST-AI-F-008,E-0012,Specified
JAR-F-001,Rispondere usando solo risorse autorizzate e citate.,Must,07_AI/02_Jarvis_Admin.md,ai/jarvis,ai + domain reads,Tool authorization,TEST-JAR-F-001,E-0012,Specified
JAR-F-002,Proporre bozze senza pubblicazione automatica.,Must,07_AI/02_Jarvis_Admin.md,ai/jarvis,ai + domain reads,Tool authorization,TEST-JAR-F-002,E-0012,Specified
JAR-F-003,Invocare solo tool in allowlist con authorization server-side.,Must,07_AI/02_Jarvis_Admin.md,ai/jarvis,ai + domain reads,Tool authorization,TEST-JAR-F-003,E-0012,Specified
JAR-F-004,Richiedere conferma per side effect e human review per azioni conseguenziali.,Must,07_AI/02_Jarvis_Admin.md,ai/jarvis,ai + domain reads,Tool authorization,TEST-JAR-F-004,E-0012,Specified
JAR-F-005,"Separare memoria di sessione, task, preferenze e conoscenza organizzativa.",Must,07_AI/02_Jarvis_Admin.md,ai/jarvis,ai + domain reads,Tool authorization,TEST-JAR-F-005,E-0012,Specified
JAR-F-006,"Registrare prompt, modello, tool, costi, fonti e outcome.",Must,07_AI/02_Jarvis_Admin.md,ai/jarvis,ai + domain reads,Tool authorization,TEST-JAR-F-006,E-0012,Specified
JAR-F-007,Resistere a prompt injection e isolamento cross-customer.,Must,07_AI/02_Jarvis_Admin.md,ai/jarvis,ai + domain reads,Tool authorization,TEST-JAR-F-007,E-0012,Specified
JAR-F-008,Fornire fallback manuale e non dichiarare falsi successi.,Must,07_AI/02_Jarvis_Admin.md,ai/jarvis,ai + domain reads,Tool authorization,TEST-JAR-F-008,E-0012,Specified
CAI-F-001,"Consultare record cliente, richieste, ordini e cronologia esclusivamente entro lo scope autorizzato di Andrea.",Must security,07_AI/03_Customer_Assistant.md,jarvis/private/crm-read,customers + requests + orders,Andrea-only + RLS + purpose limitation,TEST-CAI-F-001,E-0012,Specified
CAI-F-002,"Preparare riepiloghi, segmentazioni e bozze di risposta senza inviarle autonomamente.",Must,07_AI/03_Customer_Assistant.md,jarvis/private/crm-draft,CRM drafts + provenance,private tool + no autonomous send,TEST-CAI-F-002,E-0012,Specified
CAI-F-003,"Segnalare dati mancanti o incoerenti senza inventare disponibilità, prezzi, tempi o stato operativo.",Must,07_AI/03_Customer_Assistant.md,jarvis/private/crm-analyze,authorized operational read models,grounding + freshness + no overclaim,TEST-CAI-F-003,E-0012,Specified
CAI-F-004,"Applicare minimizzazione, purpose limitation e separazione tra dati cliente, note interne e dati pubblici.",Must security,07_AI/03_Customer_Assistant.md,jarvis/private/crm-read,classified customer data,minimization + isolation + redaction,TEST-CAI-F-004,E-0012,Specified
CAI-F-005,Proporre aggiornamenti CRM tramite preview/diff e richiedere conferma quando producono side effect rilevanti.,Must,07_AI/03_Customer_Assistant.md,jarvis/private/crm-draft,CRM proposal + approval,preview + scoped approval + audit,TEST-CAI-F-005,E-0012,Specified
CAI-F-006,"Escalare ad Andrea temi tecnici, commerciali, legali, privacy o sicurezza e registrare provenance e audit.",Must security,07_AI/03_Customer_Assistant.md,jarvis/private/crm-escalate,escalation + audit records,human-in-the-loop + audit,TEST-CAI-F-006,E-0012,Specified
SEOAI-F-001,"Analizzare contenuto, intento e dati reali senza inventare volumi/ranking.",Must,07_AI/04_SEO_Assistant.md,ai/seo,content + analytics,Draft-only + source validation,TEST-SEOAI-F-001,E-0012,Specified
SEOAI-F-002,"Proporre metadata, struttura e link come draft.",Must,07_AI/04_SEO_Assistant.md,ai/seo,content + analytics,Draft-only + source validation,TEST-SEOAI-F-002,E-0012,Specified
SEOAI-F-003,Verificare che schema.org rifletta contenuto visibile.,Must,07_AI/04_SEO_Assistant.md,ai/seo,content + analytics,Draft-only + source validation,TEST-SEOAI-F-003,E-0012,Specified
SEOAI-F-004,"Rilevare cannibalizzazione, thin/duplicate content e link rotti.",Should,07_AI/04_SEO_Assistant.md,ai/seo,content + analytics,Draft-only + source validation,TEST-SEOAI-F-004,E-0012,Specified
SEOAI-F-005,Citare pagine e metriche usate.,Must,07_AI/04_SEO_Assistant.md,ai/seo,content + analytics,Draft-only + source validation,TEST-SEOAI-F-005,E-0012,Specified
SEOAI-F-006,Non pubblicare o creare pagine massivamente senza review.,Must,07_AI/04_SEO_Assistant.md,ai/seo,content + analytics,Draft-only + source validation,TEST-SEOAI-F-006,E-0012,Specified
CATAI-F-001,Generare testo solo da campi e asset approvati.,Must,07_AI/05_Catalog_Assistant.md,ai/catalog,catalog + ai,Draft-only + source validation,TEST-CATAI-F-001,E-0012,Specified
CATAI-F-002,Segnalare dati mancanti senza inventarli.,Must,07_AI/05_Catalog_Assistant.md,ai/catalog,catalog + ai,Draft-only + source validation,TEST-CATAI-F-002,E-0012,Specified
CATAI-F-003,Distinguere CTA mode e tipo prodotto.,Must,07_AI/05_Catalog_Assistant.md,ai/catalog,catalog + ai,Draft-only + source validation,TEST-CATAI-F-003,E-0012,Specified
CATAI-F-004,Non trasformare render/concept in prova fotografica.,Must,07_AI/05_Catalog_Assistant.md,ai/catalog,catalog + ai,Draft-only + source validation,TEST-CATAI-F-004,E-0012,Specified
CATAI-F-005,Proporre tag/categorie senza applicazione automatica non revisionata.,Should,07_AI/05_Catalog_Assistant.md,ai/catalog,catalog + ai,Draft-only + source validation,TEST-CATAI-F-005,E-0012,Specified
CATAI-F-006,Conservare fonti e diff della bozza.,Must,07_AI/05_Catalog_Assistant.md,ai/catalog,catalog + ai,Draft-only + source validation,TEST-CATAI-F-006,E-0012,Specified
NAI-F-001,"Usare solo contenuti, offerte, date e link verificati.",Must,07_AI/06_Newsletter_Assistant.md,ai/newsletter,newsletter + ai,Consent + draft-only,TEST-NAI-F-001,E-0012,Specified
NAI-F-002,"Produrre subject, preheader, HTML/content blocks e plain text in draft.",Must,07_AI/06_Newsletter_Assistant.md,ai/newsletter,newsletter + ai,Consent + draft-only,TEST-NAI-F-002,E-0012,Specified
NAI-F-003,"Non inventare urgenza, disponibilità, sconti o recensioni.",Must,07_AI/06_Newsletter_Assistant.md,ai/newsletter,newsletter + ai,Consent + draft-only,TEST-NAI-F-003,E-0012,Specified
NAI-F-004,"Usare segmenti già autorizzati, non inferire dati sensibili.",Must,07_AI/06_Newsletter_Assistant.md,ai/newsletter,newsletter + ai,Consent + draft-only,TEST-NAI-F-004,E-0012,Specified
NAI-F-005,Eseguire checklist link/compliance/spam risk.,Must,07_AI/06_Newsletter_Assistant.md,ai/newsletter,newsletter + ai,Consent + draft-only,TEST-NAI-F-005,E-0012,Specified
NAI-F-006,Non programmare o inviare senza review.,Must,07_AI/06_Newsletter_Assistant.md,ai/newsletter,newsletter + ai,Consent + draft-only,TEST-NAI-F-006,E-0012,Specified
PFAI-F-001,Attivarsi solo dopo API/auth contract reale e ADR.,Must future,07_AI/07_PrintFlow_Assistant.md,future printflow ai,future integrations,Disabled F1,TEST-PFAI-F-001,E-0016,Specified
PFAI-F-002,Rispettare permessi PrintFlow e NoLimits3D separatamente.,Must future,07_AI/07_PrintFlow_Assistant.md,future printflow ai,future integrations,Disabled F1,TEST-PFAI-F-002,E-0016,Specified
PFAI-F-003,Non eseguire comandi macchina non confermati e non sicuri.,Must future,07_AI/07_PrintFlow_Assistant.md,future printflow ai,future integrations,Disabled F1,TEST-PFAI-F-003,E-0016,Specified
PFAI-F-004,Citare stato reale di job/device e timestamp.,Must future,07_AI/07_PrintFlow_Assistant.md,future printflow ai,future integrations,Disabled F1,TEST-PFAI-F-004,E-0016,Specified
PFAI-F-005,Gestire disconnessione e dati stale senza falso successo.,Must future,07_AI/07_PrintFlow_Assistant.md,future printflow ai,future integrations,Disabled F1,TEST-PFAI-F-005,E-0016,Specified
PFAI-F-006,Conservare audit e human review secondo rischio.,Must future,07_AI/07_PrintFlow_Assistant.md,future printflow ai,future integrations,Disabled F1,TEST-PFAI-F-006,E-0016,Specified
FUTAI-F-001,Nessuna capability viene adottata per sola disponibilità tecnologica.,Must,07_AI/08_Future_AI.md,future ai,ai,Pilot gate,TEST-FUTAI-F-001,E-0012,Specified
FUTAI-F-002,Il valore viene confrontato con processo non-AI.,Must,07_AI/08_Future_AI.md,future ai,ai,Pilot gate,TEST-FUTAI-F-002,E-0012,Specified
FUTAI-F-003,Dati sintetici o deboli sono etichettati e non usati per claim.,Must,07_AI/08_Future_AI.md,future ai,ai,Pilot gate,TEST-FUTAI-F-003,E-0012,Specified
FUTAI-F-004,"Ogni pilot ha kill switch, owner e criteri di successo/abbandono.",Must,07_AI/08_Future_AI.md,future ai,ai,Pilot gate,TEST-FUTAI-F-004,E-0012,Specified
SEO-F-001,"Ogni pagina indicizzabile deve avere intento, owner, CTA e KPI.",Must,09_SEO_Content/01_SEO_Strategy.md,public/content,content,SEO release gate,TEST-SEO-F-001,E-0014,Specified
SEO-F-002,"L'architettura deve separare prodotti, servizi, casi, contenuti ed eventi.",Must,09_SEO_Content/01_SEO_Strategy.md,public/content,content,SEO release gate,TEST-SEO-F-002,E-0014,Specified
SEO-F-003,Nessuna pagina programmatica senza valore e contenuto originale.,Must,09_SEO_Content/01_SEO_Strategy.md,public/content,content,SEO release gate,TEST-SEO-F-003,E-0014,Specified
SEO-F-004,Claim tecnici/locali devono essere verificabili.,Must,09_SEO_Content/01_SEO_Strategy.md,public/content,content,SEO release gate,TEST-SEO-F-004,E-0014,Specified
SEO-F-005,Cambi URL richiedono redirect/canonical e monitoraggio.,Must,09_SEO_Content/01_SEO_Strategy.md,public/content,content,SEO release gate,TEST-SEO-F-005,E-0014,Specified
SEO-F-006,"Performance, accessibility e structured data fanno parte del gate SEO.",Must,09_SEO_Content/01_SEO_Strategy.md,public/content,content,SEO release gate,TEST-SEO-F-006,E-0014,Specified
CONT-F-001,Ogni contenuto risponde a un bisogno reale e ha ruolo nel journey.,Must,09_SEO_Content/02_Content_Strategy.md,content,content + media,Publication review,TEST-CONT-F-001,E-0004,Specified
CONT-F-002,"Esperienza, foto, dati e casi usati devono avere provenance.",Must,09_SEO_Content/02_Content_Strategy.md,content,content + media,Publication review,TEST-CONT-F-002,E-0004,Specified
CONT-F-003,AI produce draft sottoposti a fact-check e review.,Must,09_SEO_Content/02_Content_Strategy.md,content,content + media,Publication review,TEST-CONT-F-003,E-0004,Specified
CONT-F-004,"Contenuti obsoleti vengono aggiornati, consolidati o deprecati.",Must,09_SEO_Content/02_Content_Strategy.md,content,content + media,Publication review,TEST-CONT-F-004,E-0004,Specified
CONT-F-005,Terminologia rispetta glossario e comprensibilità non tecnica.,Must,09_SEO_Content/02_Content_Strategy.md,content,content + media,Publication review,TEST-CONT-F-005,E-0004,Specified
CONT-F-006,"CTA e internal links devono essere pertinenti, non forzati.",Must,09_SEO_Content/02_Content_Strategy.md,content,content + media,Publication review,TEST-CONT-F-006,E-0004,Specified
BLOG-F-001,Gli articoli devono supportare cluster e non competere con pagine commerciali.,Must,09_SEO_Content/03_Blog_Strategy.md,content/blog,content,Publication review,TEST-BLOG-F-001,E-0004,Specified
BLOG-F-002,"Ogni articolo ha brief, intent, persona, fonti e CTA.",Must,09_SEO_Content/03_Blog_Strategy.md,content/blog,content,Publication review,TEST-BLOG-F-002,E-0004,Specified
BLOG-F-003,"Guide tecniche dichiarano test, versione e limiti.",Must,09_SEO_Content/03_Blog_Strategy.md,content/blog,content,Publication review,TEST-BLOG-F-003,E-0004,Specified
BLOG-F-004,Aggiornamento e scadenza editoriale sono pianificati.,Should,09_SEO_Content/03_Blog_Strategy.md,content/blog,content,Publication review,TEST-BLOG-F-004,E-0004,Specified
BLOG-F-005,Commenti/community non sono inclusi senza moderazione dedicata.,Must,09_SEO_Content/03_Blog_Strategy.md,content/blog,content,Publication review,TEST-BLOG-F-005,E-0004,Specified
BLOG-F-006,L'autore/reviewer e la data di revisione sono visibili quando utili.,Should,09_SEO_Content/03_Blog_Strategy.md,content/blog,content,Publication review,TEST-BLOG-F-006,E-0004,Specified
LOCAL-F-001,NAP e orari devono essere coerenti sui canali ufficiali.,Must,09_SEO_Content/04_Local_SEO.md,local content/events,content + events,Truthful local claims,TEST-LOCAL-F-001,E-0008,Specified
LOCAL-F-002,Pagine locali esistono solo con servizio/evidenza realmente pertinenti.,Must,09_SEO_Content/04_Local_SEO.md,local content/events,content + events,Truthful local claims,TEST-LOCAL-F-002,E-0008,Specified
LOCAL-F-003,Recensioni non sono incentivate o fabbricate in modo ingannevole.,Must,09_SEO_Content/04_Local_SEO.md,local content/events,content + events,Truthful local claims,TEST-LOCAL-F-003,E-0008,Specified
LOCAL-F-004,"Eventi e casi locali collegano luogo, data e prova reale.",Must,09_SEO_Content/04_Local_SEO.md,local content/events,content + events,Truthful local claims,TEST-LOCAL-F-004,E-0008,Specified
LOCAL-F-005,Area servita e modalità ritiro/spedizione sono dichiarate.,Must,09_SEO_Content/04_Local_SEO.md,local content/events,content + events,Truthful local claims,TEST-LOCAL-F-005,E-0008,Specified
LOCAL-F-006,Google Business Profile ha owner e workflow di aggiornamento.,Must,09_SEO_Content/04_Local_SEO.md,local content/events,content + events,Truthful local claims,TEST-LOCAL-F-006,E-0008,Specified
TSEO-F-001,Pagine pubbliche principali sono server-rendered/prerendered e crawlable.,Must,09_SEO_Content/05_Technical_SEO.md,rendering/seo,content + route config,Release gate,TEST-TSEO-F-001,E-0014,Specified
TSEO-F-002,"Canonical, robots e status HTTP riflettono lo stato reale.",Must,09_SEO_Content/05_Technical_SEO.md,rendering/seo,content + route config,Release gate,TEST-TSEO-F-002,E-0014,Specified
TSEO-F-003,Sitemap contiene solo URL canonici pubblicati.,Must,09_SEO_Content/05_Technical_SEO.md,rendering/seo,content + route config,Release gate,TEST-TSEO-F-003,E-0014,Specified
TSEO-F-004,Redirect sono singolo-hop e monitorati.,Must,09_SEO_Content/05_Technical_SEO.md,rendering/seo,content + route config,Release gate,TEST-TSEO-F-004,E-0014,Specified
TSEO-F-005,Facet/search/admin/customer non generano index bloat.,Must,09_SEO_Content/05_Technical_SEO.md,rendering/seo,content + route config,Release gate,TEST-TSEO-F-005,E-0014,Specified
TSEO-F-006,"CI controlla metadata, link, schema e performance.",Must,09_SEO_Content/05_Technical_SEO.md,rendering/seo,content + route config,Release gate,TEST-TSEO-F-006,E-0014,Specified
SCHEMA-F-001,Structured data deve rappresentare contenuto visibile e reale.,Must,09_SEO_Content/06_Schema_org.md,structured-data,content/catalog/events,Truthful schema,TEST-SCHEMA-F-001,E-0014,Specified
SCHEMA-F-002,"ID e relazioni tra Organization, WebSite e pagine sono stabili.",Must,09_SEO_Content/06_Schema_org.md,structured-data,content/catalog/events,Truthful schema,TEST-SCHEMA-F-002,E-0014,Specified
SCHEMA-F-003,Product/Offer solo quando prezzo/disponibilità sono corretti.,Must,09_SEO_Content/06_Schema_org.md,structured-data,content/catalog/events,Truthful schema,TEST-SCHEMA-F-003,E-0014,Specified
SCHEMA-F-004,Event riflette cancellation/postponement e timezone.,Must,09_SEO_Content/06_Schema_org.md,structured-data,content/catalog/events,Truthful schema,TEST-SCHEMA-F-004,E-0014,Specified
SCHEMA-F-005,SoftwareApplication per PrintFlow non suggerisce release disponibile.,Must,09_SEO_Content/06_Schema_org.md,structured-data,content/catalog/events,Truthful schema,TEST-SCHEMA-F-005,E-0014,Specified
SCHEMA-F-006,CI valida JSON-LD e campi richiesti.,Must,09_SEO_Content/06_Schema_org.md,structured-data,content/catalog/events,Truthful schema,TEST-SCHEMA-F-006,E-0014,Specified
LINK-F-001,Ogni pagina indicizzabile deve essere raggiungibile da percorso significativo.,Must,09_SEO_Content/07_Internal_Linking.md,content-links,content graph,Publication filter,TEST-LINK-F-001,E-0014,Specified
LINK-F-002,Anchor descrive la destinazione senza stuffing.,Must,09_SEO_Content/07_Internal_Linking.md,content-links,content graph,Publication filter,TEST-LINK-F-002,E-0014,Specified
LINK-F-003,Link automatici derivano da relazioni curate/tassonomia.,Must,09_SEO_Content/07_Internal_Linking.md,content-links,content graph,Publication filter,TEST-LINK-F-003,E-0014,Specified
LINK-F-004,"Orphan, broken e redirect-chain vengono rilevati.",Must,09_SEO_Content/07_Internal_Linking.md,content-links,content graph,Publication filter,TEST-LINK-F-004,E-0014,Specified
LINK-F-005,Pagine deprecate aggiornano inbound link verso il sostituto.,Must,09_SEO_Content/07_Internal_Linking.md,content-links,content graph,Publication filter,TEST-LINK-F-005,E-0014,Specified
LINK-F-006,AI propone link reali ma non li pubblica automaticamente.,Must,09_SEO_Content/07_Internal_Linking.md,content-links,content graph,Publication filter,TEST-LINK-F-006,E-0014,Specified
GEO-F-001,"Contenuti devono presentare risposte chiare, entità e fonti/prove.",Must,09_SEO_Content/08_GEO_Strategy.md,content,content,Evidence/provenance,TEST-GEO-F-001,E-0004,Specified
GEO-F-002,Claim su esperienza e capacità devono essere verificabili.,Must,09_SEO_Content/08_GEO_Strategy.md,content,content,Evidence/provenance,TEST-GEO-F-002,E-0004,Specified
GEO-F-003,"Autore, data e aggiornamento sono disponibili quando rilevanti.",Should,09_SEO_Content/08_GEO_Strategy.md,content,content,Evidence/provenance,TEST-GEO-F-003,E-0004,Specified
GEO-F-004,FAQ e riepiloghi non duplicano pagine senza valore aggiunto.,Must,09_SEO_Content/08_GEO_Strategy.md,content,content,Evidence/provenance,TEST-GEO-F-004,E-0004,Specified
GEO-F-005,Nessun testo nascosto o contenuto creato solo per modelli.,Must,09_SEO_Content/08_GEO_Strategy.md,content,content,Evidence/provenance,TEST-GEO-F-005,E-0004,Specified
GEO-F-006,Monitoraggio distingue referral/citazioni dove misurabile.,Could,09_SEO_Content/08_GEO_Strategy.md,content,content,Evidence/provenance,TEST-GEO-F-006,E-0004,Specified
AN-F-001,"Ogni evento ha nome, owner, scopo, schema e consent class.",Must,09_SEO_Content/09_Analytics_Measurement_Plan.md,analytics,analytics event store,Consent + minimization,TEST-AN-F-001,E-0010,Specified
AN-F-002,"Non inviare filename, testo libero, email o PII non necessaria.",Must,09_SEO_Content/09_Analytics_Measurement_Plan.md,analytics,analytics event store,Consent + minimization,TEST-AN-F-002,E-0010,Specified
AN-F-003,Eventi sono emessi da un layer tipizzato.,Must,09_SEO_Content/09_Analytics_Measurement_Plan.md,analytics,analytics event store,Consent + minimization,TEST-AN-F-003,E-0010,Specified
AN-F-004,Conversioni chiave sono deduplicate e verificabili lato server quando opportuno.,Must,09_SEO_Content/09_Analytics_Measurement_Plan.md,analytics,analytics event store,Consent + minimization,TEST-AN-F-004,E-0010,Specified
AN-F-005,"Dashboard distingue volume, qualità e valore commerciale.",Must,09_SEO_Content/09_Analytics_Measurement_Plan.md,analytics,analytics event store,Consent + minimization,TEST-AN-F-005,E-0010,Specified
AN-F-006,Cambi schema evento sono versionati e testati.,Must,09_SEO_Content/09_Analytics_Measurement_Plan.md,analytics,analytics event store,Consent + minimization,TEST-AN-F-006,E-0010,Specified
PRD-F-016,"Supportare la vendita diretta NoLimits3D per prodotti standard, preservando un percorso a preventivo per prodotti o servizi non standard.",Must,01_Product/01_PRD.md,commerce/catalog,products + orders + quotes,Commercial authorization + audit,TEST-PRD-F-016,E-0005,Specified
PRD-F-017,"Presentare in modo coerente il brand pubblico NoLimits3D, il payoff “Le tue idee prendono forma.” e i cinque valori approvati.",Must,01_Product/01_PRD.md,content/design system,content + brand config,Publication review,TEST-PRD-F-017,E-0004,Specified
PRD-F-018,"Mantenere Project Atlas come codename interno, escluso dalle superfici pubbliche salvo decisione esplicita.",Must,01_Product/01_PRD.md,configuration/content,config + metadata,Publication/SEO gate,TEST-PRD-F-018,E-0001,Specified
PRD-NF-013,"L’interfaccia pubblica deve comportarsi come una Web Application Premium, con stato chiaro, feedback immediato e consistenza tra route.",Must,01_Product/01_PRD.md,frontend application shell,N/A / cross-cutting,Accessibility + UX quality gate,TEST-PRD-NF-013,E-0003,Specified
PRD-NF-014,Ogni animazione deve avere uno scopo funzionale documentato e una variante reduced-motion o assente.,Must,01_Product/01_PRD.md,motion system,N/A / cross-cutting,Accessibility + performance gate,TEST-PRD-NF-014,E-0003,Specified
PRD-NF-015,"Video, Three.js, glow e transizioni devono essere progressive enhancement e non bloccare contenuto, SEO o conversione.",Must,01_Product/01_PRD.md,media/3D enhancement,media + render assets,SEO + performance gate,TEST-PRD-NF-015,E-0003,Specified
PRD-NF-016,Il repository autorevole deve essere GitHub e il deployment frontend deve usare Vercel Hobby nella topologia iniziale.,Must architetturale,01_Product/01_PRD.md,deployment pipeline,config + release evidence,CI/CD + branch protection,TEST-PRD-NF-016,E-0002,Specified
PRD-NF-017,Il backend iniziale deve usare Supabase Free come sistema gestito per dati e servizi compatibili con i suoi limiti.,Must architetturale,01_Product/01_PRD.md,backend/data platform,PostgreSQL + storage + auth,RLS + least privilege,TEST-PRD-NF-017,E-0002,Specified
PRD-NF-018,"Job pesanti di PrintFlow, slicing e G-code devono essere eseguiti dal PC Server come Compute Worker disaccoppiato.",Must architetturale,01_Product/01_PRD.md,compute worker,jobs + artifacts,Machine identity + sandbox,TEST-PRD-NF-018,E-0015,Specified
PRD-NF-019,Il dominio canonico pubblico deve essere nolimits3d.store.,Must,01_Product/01_PRD.md,routing/domain,route config,DNS/TLS + canonicalization,TEST-PRD-NF-019,E-0002,Specified
MEDIA-F-007,"Gestire video hero con poster, transcode, reduced-motion e budget.",Must,06_Admin/04_Media_Library.md,media/video,media assets + derivatives,Media approval + performance gate,TEST-MEDIA-F-007,E-0011,Specified
PRD-F-019,Rendere il sito NoLimits3D il centro dell’intero ecosistema Project Atlas.,Must costituzionale,01_Product/01_PRD.md,website platform,N/A,Website-centric architecture guard,TEST-PRD-F-019,E-0002,Specified
PRD-F-020,"Rendere Jarvis accessibile esclusivamente ad Andrea nel Command Center, con identità/capability verificate server-side, e invisibile a pubblico, clienti e utenti autenticati ordinari.",Must sicurezza,01_Product/01_PRD.md,command/jarvis,admin identity + audit,Blueprint gate + Andrea-only server authorization,TEST-PRD-F-020,E-0012,Specified / implementation blocked
PRD-F-021,"Fornire il NoLimits Command Center con code operative, salute sistema e azioni proposte.",Must,01_Product/01_PRD.md,command overview,operations read models,RBAC/capability,TEST-PRD-F-021,E-0011,Specified
PRD-F-022,"Gestire prodotti, servizi, configurabili, fiera e preventivo tramite un Unified Commerce Catalog.",Must,01_Product/01_PRD.md,catalog,catalog items + modes,server-side policy,TEST-PRD-F-022,E-0005,Specified
PRD-F-023,"Applicare carrello, checkout, conferma e pagamento in funzione delle regole del prodotto.",Must,01_Product/01_PRD.md,cart/order/payment,cart + order + payment,idempotency + approval,TEST-PRD-F-023,F-0049,Specified
PRD-F-024,"Consentire account cliente, prodotti salvati, storico ordini e richieste entro lo scope approvato.",Must,01_Product/01_PRD.md,account,customer-owned records,RLS ownership,TEST-PRD-F-024,E-0010,Specified
PRD-NF-020,"Lo stack corrente è React, TypeScript e Vite con review gate formale contro Next.js prima della Baseline 1.0.",Must gate,01_Product/01_PRD.md,frontend stack,build evidence,architecture review gate,TEST-PRD-NF-020,S-0097,Specified
PRD-NF-021,"Supabase Auth, Storage, RLS ed Edge Functions sono i servizi backend iniziali; niente Express/NestJS in Fase 1.",Must architetturale,01_Product/01_PRD.md,Supabase,PostgreSQL/Auth/Storage,RLS + Edge authorization,TEST-PRD-NF-021,E-0002,Specified
PRD-NF-022,L’architettura Fase 1 è modular monolith con confini di dominio testabili.,Must architetturale,01_Product/01_PRD.md,module contracts,domain modules,architecture tests,TEST-PRD-NF-022,E-0002,Specified
PRD-NF-023,Il sito pubblico resta disponibile quando il PC Compute Worker è spento o irraggiungibile.,Must affidabilità,01_Product/01_PRD.md,worker jobs,durable jobs,offline resilience,TEST-PRD-NF-023,E-0015,Specified
PRD-NF-024,"Route, bundle, API e dati di Jarvis devono essere esclusi da superfici pubbliche e account cliente.",Must sicurezza,01_Product/01_PRD.md,private Jarvis namespace,Jarvis execution/audit,defense-in-depth,TEST-PRD-NF-024,E-0012,Specified
FE-NF-001,"Lo stack frontend corrente deve usare React, TypeScript e Vite con le librerie approvate.",Must,02_Architecture/07_Frontend_Architecture.md,frontend build,N/A,dependency/bundle gate,TEST-FE-NF-001,E-0003,Specified
FE-NF-002,Prima della Frozen Baseline deve essere completato e approvato il review gate React/Vite–Next.js.,Must gate,02_Architecture/07_Frontend_Architecture.md,architecture review,comparison evidence,approval gate,TEST-FE-NF-002,S-0097,Specified
FE-NF-003,"Route pubbliche, account e Command Center devono avere boundary di routing e autorizzazione distinti.",Must,02_Architecture/07_Frontend_Architecture.md,router,route metadata,auth guards,TEST-FE-NF-003,E-0003,Specified
FE-NF-004,"Jarvis deve essere escluso da sitemap, navigazione pubblica, area cliente e accesso non amministrativo.",Must security,02_Architecture/07_Frontend_Architecture.md,command/jarvis,route/capability,public route scan,TEST-FE-NF-004,E-0012,Specified
FE-NF-005,"3D, video e motion devono essere lazy, adattivi e dotati di fallback.",Must,02_Architecture/07_Frontend_Architecture.md,3D/media,render assets,performance/accessibility,TEST-FE-NF-005,E-0003,Specified
FE-NF-006,"Nessuna UI, route o integrazione Jarvis può essere implementata durante M-001 o prima del Blueprint dedicato e dei controlli server-side di identità/capability.",Must security,02_Architecture/07_Frontend_Architecture.md,frontend Jarvis boundary,route and bundle inventory,scope guard + Blueprint gate,TEST-FE-NF-006,E-0012,Specified / implementation blocked
BE-NF-001,"Supabase deve fornire PostgreSQL, Auth, Storage, RLS ed Edge Functions nella Fase 1.",Must,02_Architecture/08_Backend_Service_Design.md,Supabase platform,platform config,least privilege,TEST-BE-NF-001,E-0002,Specified
BE-NF-002,Ogni tabella sensibile deve avere RLS deny-by-default e test di policy.,Must security,02_Architecture/08_Backend_Service_Design.md,RLS,policies,identity matrix tests,TEST-BE-NF-002,E-0002,Specified
BE-NF-003,Logica privilegiata e integrazioni devono usare Edge Functions; nessun Express/NestJS in Fase 1.,Must,02_Architecture/08_Backend_Service_Design.md,Edge Functions,function config,server authorization,TEST-BE-NF-003,E-0002,Specified
